	sub	emotion	score	tk	kernel	beta
132	13	fear	0.5568866111467008	Keltner2019	linear	100
133	14	fear	0.6107180630592002	Keltner2019	linear	100
134	15	fear	0.5945439743302026	Keltner2019	linear	100
135	16	fear	0.5094117868685009	Keltner2019	linear	100
136	17	fear	0.5664396066037181	Keltner2019	linear	100
137	18	fear	0.5658368862858492	Keltner2019	linear	100
138	19	fear	0.5442474065374829	Keltner2019	linear	100
139	20	fear	0.5278478075456552	Keltner2019	linear	100
140	21	fear	0.46967286514499107	Keltner2019	linear	100
141	22	fear	0.4977195793707097	Keltner2019	linear	100
142	23	fear	0.6321454914254103	Keltner2019	linear	100
143	24	fear	0.5858279892066162	Keltner2019	linear	100
144	25	fear	0.6032628993626437	Keltner2019	linear	100
145	26	fear	0.6956266956049919	Keltner2019	linear	100
146	27	fear	0.6431355579707229	Keltner2019	linear	100
147	28	fear	0.5630750999163491	Keltner2019	linear	100
148	29	fear	0.5758158136350198	Keltner2019	linear	100
149	30	fear	0.5764609314936029	Keltner2019	linear	100
150	31	fear	0.6730526883500381	Keltner2019	linear	100
151	32	fear	0.47254917647529426	Keltner2019	linear	100
152	33	fear	0.6847148618471486	Keltner2019	linear	100
153	34	fear	0.6853468208092486	Keltner2019	linear	100
154	35	fear	0.5884681467050881	Keltner2019	linear	100
155	36	fear	0.5774136725763189	Keltner2019	linear	100
156	37	fear	0.6030889871557052	Keltner2019	linear	100
157	38	fear	0.5994997843356491	Keltner2019	linear	100
158	39	fear	0.6825349969567864	Keltner2019	linear	100
159	40	fear	0.6428654465738864	Keltner2019	linear	100
160	41	fear	0.6673682123120326	Keltner2019	linear	100
161	42	fear	0.5603621638698859	Keltner2019	linear	100
162	43	fear	0.4892480872946193	Keltner2019	linear	100
163	44	fear	0.6695439113445647	Keltner2019	linear	100
164	45	fear	0.7283564635266883	Keltner2019	linear	100
165	46	fear	0.48703196017603345	Keltner2019	linear	100
166	47	fear	0.6724879172754862	Keltner2019	linear	100
167	48	fear	0.6259259259259258	Keltner2019	linear	100
168	49	fear	0.6995519299760334	Keltner2019	linear	100
169	50	fear	0.6674363289730538	Keltner2019	linear	100
170	51	fear	0.70969734129523	Keltner2019	linear	100
171	52	fear	0.517959939709808	Keltner2019	linear	100
172	53	fear	0.5452341771377534	Keltner2019	linear	100
173	54	fear	0.49638213087248323	Keltner2019	linear	100
174	55	fear	0.6787735938808129	Keltner2019	linear	100
175	56	fear	0.6832300808810876	Keltner2019	linear	100
176	57	fear	0.6553655347867566	Keltner2019	linear	100
177	58	fear	0.660948433028121	Keltner2019	linear	100
178	59	fear	0.4653281056740878	Keltner2019	linear	100
179	60	fear	0.5629218996970025	Keltner2019	linear	100
180	01	happy	0.7432159863988863	Keltner2019	linear	100
181	02	happy	0.824024594357867	Keltner2019	linear	100
182	03	happy	0.764646082662277	Keltner2019	linear	100
183	04	happy	0.7554109609583877	Keltner2019	linear	100
184	05	happy	0.7611664025879712	Keltner2019	linear	100
185	06	happy	0.8012274391013504	Keltner2019	linear	100
186	07	happy	0.7312773884357202	Keltner2019	linear	100
187	08	happy	0.7710915244047074	Keltner2019	linear	100
188	09	happy	0.7441657555855259	Keltner2019	linear	100
189	10	happy	0.7532139261613	Keltner2019	linear	100
190	11	happy	0.7800531837318062	Keltner2019	linear	100
191	12	happy	0.8072935673290648	Keltner2019	linear	100
192	13	happy	0.8110958449088055	Keltner2019	linear	100
193	14	happy	0.7938006294013302	Keltner2019	linear	100
194	15	happy	0.7524276288848557	Keltner2019	linear	100
195	16	happy	0.6652742365990044	Keltner2019	linear	100
196	17	happy	0.6727332199554621	Keltner2019	linear	100
197	18	happy	0.7323886599025037	Keltner2019	linear	100
198	19	happy	0.7235823858440529	Keltner2019	linear	100
199	20	happy	0.6914423885618167	Keltner2019	linear	100
200	21	happy	0.7028367844654057	Keltner2019	linear	100
201	22	happy	0.6391120181094799	Keltner2019	linear	100
202	23	happy	0.7567185763711018	Keltner2019	linear	100
203	24	happy	0.7326982879286211	Keltner2019	linear	100
204	25	happy	0.728082877528007	Keltner2019	linear	100
205	26	happy	0.7886974606668902	Keltner2019	linear	100
206	27	happy	0.7328159397869936	Keltner2019	linear	100
207	28	happy	0.7913205559382472	Keltner2019	linear	100
208	29	happy	0.6996162604789449	Keltner2019	linear	100
209	30	happy	0.6872931235102069	Keltner2019	linear	100
210	31	happy	0.791213258286429	Keltner2019	linear	100
211	32	happy	0.7359775257274352	Keltner2019	linear	100
212	33	happy	0.7376167018218389	Keltner2019	linear	100
213	34	happy	0.7809077843747054	Keltner2019	linear	100
214	35	happy	0.791023427407942	Keltner2019	linear	100
215	36	happy	0.723570511073917	Keltner2019	linear	100
216	37	happy	0.7059556673338641	Keltner2019	linear	100
217	38	happy	0.6690889117212657	Keltner2019	linear	100
218	39	happy	0.7409517496791027	Keltner2019	linear	100
219	40	happy	0.7139784870871124	Keltner2019	linear	100
220	41	happy	0.7089145807895807	Keltner2019	linear	100
221	42	happy	0.7298847622472218	Keltner2019	linear	100
222	43	happy	0.6967322585203317	Keltner2019	linear	100
223	44	happy	0.8019109640226327	Keltner2019	linear	100
224	45	happy	0.7657262671968553	Keltner2019	linear	100
225	46	happy	0.7087352982979782	Keltner2019	linear	100
226	47	happy	0.621616761627672	Keltner2019	linear	100
227	48	happy	0.7022040382571731	Keltner2019	linear	100
228	49	happy	0.7745562381210969	Keltner2019	linear	100
229	50	happy	0.6865805667348872	Keltner2019	linear	100
230	51	happy	0.8000810148171837	Keltner2019	linear	100
231	52	happy	0.7010364020216237	Keltner2019	linear	100
232	53	happy	0.7114279891755922	Keltner2019	linear	100
233	54	happy	0.6919507515416693	Keltner2019	linear	100
234	55	happy	0.7531605156050458	Keltner2019	linear	100
235	56	happy	0.7734308650463056	Keltner2019	linear	100
236	57	happy	0.7353501546132769	Keltner2019	linear	100
237	58	happy	0.7718776801993401	Keltner2019	linear	100
238	59	happy	0.6837721326638477	Keltner2019	linear	100
239	60	happy	0.7458323199896233	Keltner2019	linear	100
240	01	sadness	0.7344176113027764	Keltner2019	linear	100
241	02	sadness	0.5774033474445597	Keltner2019	linear	100
242	03	sadness	0.6274195505072744	Keltner2019	linear	100
243	04	sadness	0.6109447091747976	Keltner2019	linear	100
244	05	sadness	0.6151753024514486	Keltner2019	linear	100
245	06	sadness	0.6598007803134331	Keltner2019	linear	100
246	07	sadness	0.6798210997106025	Keltner2019	linear	100
247	08	sadness	0.6175789270896472	Keltner2019	linear	100
248	09	sadness	0.6844672540648561	Keltner2019	linear	100
249	10	sadness	0.6946105869182793	Keltner2019	linear	100
250	11	sadness	0.5661899386312952	Keltner2019	linear	100
251	12	sadness	0.6018577623208823	Keltner2019	linear	100
252	13	sadness	0.6893552614183392	Keltner2019	linear	100
253	14	sadness	0.6609283971372865	Keltner2019	linear	100
254	15	sadness	0.6783979976159829	Keltner2019	linear	100
255	16	sadness	0.5893019318599402	Keltner2019	linear	100
256	17	sadness	0.6305996329252144	Keltner2019	linear	100
257	18	sadness	0.6769535861620704	Keltner2019	linear	100
258	19	sadness	0.5796222966798661	Keltner2019	linear	100
259	20	sadness	0.5931111480189706	Keltner2019	linear	100
260	21	sadness	0.6630963972736124	Keltner2019	linear	100
261	22	sadness	0.5971169133386427	Keltner2019	linear	100
262	23	sadness	0.6591850159257722	Keltner2019	linear	100
263	24	sadness	0.6359997756935976	Keltner2019	linear	100
264	25	sadness	0.6478231987736331	Keltner2019	linear	100
265	26	sadness	0.6637910099662183	Keltner2019	linear	100
266	27	sadness	0.65115358878124	Keltner2019	linear	100
267	28	sadness	0.620489664312161	Keltner2019	linear	100
268	29	sadness	0.6504738305199079	Keltner2019	linear	100
269	30	sadness	0.6386649456902174	Keltner2019	linear	100
270	31	sadness	0.6513177115033475	Keltner2019	linear	100
271	32	sadness	0.6434238318479213	Keltner2019	linear	100
272	33	sadness	0.6054496695718801	Keltner2019	linear	100
273	34	sadness	0.6493820558526441	Keltner2019	linear	100
274	35	sadness	0.6423809058961343	Keltner2019	linear	100
275	36	sadness	0.5810285742406821	Keltner2019	linear	100
276	37	sadness	0.5799695591164222	Keltner2019	linear	100
277	38	sadness	0.6547103377433448	Keltner2019	linear	100
278	39	sadness	0.6166062942572706	Keltner2019	linear	100
279	40	sadness	0.6258981142314475	Keltner2019	linear	100
280	41	sadness	0.5614645097041611	Keltner2019	linear	100
281	42	sadness	0.6511147756371582	Keltner2019	linear	100
282	43	sadness	0.6016656740686122	Keltner2019	linear	100
283	44	sadness	0.6582775731148035	Keltner2019	linear	100
284	45	sadness	0.6453743387129176	Keltner2019	linear	100
285	46	sadness	0.5801053901974049	Keltner2019	linear	100
286	47	sadness	0.6072612684711465	Keltner2019	linear	100
287	48	sadness	0.6357181726309242	Keltner2019	linear	100
288	49	sadness	0.5863687839451486	Keltner2019	linear	100
289	50	sadness	0.5267659610574082	Keltner2019	linear	100
290	51	sadness	0.6811823533135009	Keltner2019	linear	100
291	52	sadness	0.60280498628415	Keltner2019	linear	100
292	53	sadness	0.6261857214178732	Keltner2019	linear	100
293	54	sadness	0.5275170278637771	Keltner2019	linear	100
294	55	sadness	0.6577287771714823	Keltner2019	linear	100
295	56	sadness	0.6906450749464668	Keltner2019	linear	100
296	57	sadness	0.6886376536759679	Keltner2019	linear	100
297	58	sadness	0.6215183429075104	Keltner2019	linear	100
298	59	sadness	0.6243881833787197	Keltner2019	linear	100
299	60	sadness	0.621459888451746	Keltner2019	linear	100
300	01	surprise	0.7453152924773434	Keltner2019	linear	100
301	02	surprise	0.7667236435910124	Keltner2019	linear	100
302	03	surprise	0.7391677391677391	Keltner2019	linear	100
303	04	surprise	0.6657662788717373	Keltner2019	linear	100
304	05	surprise	0.7279915542220117	Keltner2019	linear	100
305	06	surprise	0.7883254066721809	Keltner2019	linear	100
306	07	surprise	0.7823347696706044	Keltner2019	linear	100
307	08	surprise	0.744338166816751	Keltner2019	linear	100
308	09	surprise	0.7319028797289666	Keltner2019	linear	100
309	10	surprise	0.7732991592674339	Keltner2019	linear	100
310	11	surprise	0.7598653157689595	Keltner2019	linear	100
311	12	surprise	0.7869081059390048	Keltner2019	linear	100
312	13	surprise	0.7707043602131749	Keltner2019	linear	100
313	14	surprise	0.7452209446723765	Keltner2019	linear	100
314	15	surprise	0.7697529910805399	Keltner2019	linear	100
315	16	surprise	0.6734593301366156	Keltner2019	linear	100
316	17	surprise	0.6243771372740596	Keltner2019	linear	100
317	18	surprise	0.7152920564609435	Keltner2019	linear	100
318	19	surprise	0.704562012004878	Keltner2019	linear	100
319	20	surprise	0.7040285661966673	Keltner2019	linear	100
320	21	surprise	0.7293102038692799	Keltner2019	linear	100
321	22	surprise	0.5588947654221805	Keltner2019	linear	100
322	23	surprise	0.7191112328124084	Keltner2019	linear	100
323	24	surprise	0.7631282342794417	Keltner2019	linear	100
324	25	surprise	0.6709944400501145	Keltner2019	linear	100
325	26	surprise	0.7380610337512865	Keltner2019	linear	100
326	27	surprise	0.7339547379338849	Keltner2019	linear	100
327	28	surprise	0.6849586785954025	Keltner2019	linear	100
328	29	surprise	0.6691397221140112	Keltner2019	linear	100
329	30	surprise	0.6521825905967553	Keltner2019	linear	100
330	31	surprise	0.7635519990371203	Keltner2019	linear	100
331	32	surprise	0.7264457302431853	Keltner2019	linear	100
332	33	surprise	0.6593947453820066	Keltner2019	linear	100
333	34	surprise	0.7309623696923467	Keltner2019	linear	100
334	35	surprise	0.690122992015596	Keltner2019	linear	100
335	36	surprise	0.6133824470461342	Keltner2019	linear	100
336	37	surprise	0.6354960714255831	Keltner2019	linear	100
337	38	surprise	0.6591768258848143	Keltner2019	linear	100
338	39	surprise	0.7319398554622256	Keltner2019	linear	100
339	40	surprise	0.6501633986928105	Keltner2019	linear	100
340	41	surprise	0.6723884969963188	Keltner2019	linear	100
341	42	surprise	0.7627014562498433	Keltner2019	linear	100
342	43	surprise	0.7167682042355672	Keltner2019	linear	100
343	44	surprise	0.7656540850232245	Keltner2019	linear	100
344	45	surprise	0.7180772311686876	Keltner2019	linear	100
345	46	surprise	0.6458683088442853	Keltner2019	linear	100
346	47	surprise	0.6992015756010657	Keltner2019	linear	100
347	48	surprise	0.6332807570977916	Keltner2019	linear	100
348	49	surprise	0.7275451638996957	Keltner2019	linear	100
349	50	surprise	0.772773061771352	Keltner2019	linear	100
350	51	surprise	0.7853839711611987	Keltner2019	linear	100
351	52	surprise	0.6707638714575209	Keltner2019	linear	100
352	53	surprise	0.7316403834260976	Keltner2019	linear	100
353	54	surprise	0.6323635370046902	Keltner2019	linear	100
354	55	surprise	0.7793949224090375	Keltner2019	linear	100
355	56	surprise	0.7171874336130194	Keltner2019	linear	100
356	57	surprise	0.6925984003716978	Keltner2019	linear	100
357	58	surprise	0.716968996626725	Keltner2019	linear	100
358	59	surprise	0.678367864178675	Keltner2019	linear	100
359	60	surprise	0.5728386605113386	Keltner2019	linear	100
0	01	anger	0.559041626805995	Keltner2019	linear	1000
1	02	anger	0.6310681899842403	Keltner2019	linear	1000
2	03	anger	0.55793913026308	Keltner2019	linear	1000
3	04	anger	0.6062638098903762	Keltner2019	linear	1000
4	05	anger	0.5699612028497266	Keltner2019	linear	1000
5	06	anger	0.6088143518110944	Keltner2019	linear	1000
6	07	anger	0.621872852233677	Keltner2019	linear	1000
7	08	anger	0.5520102953691596	Keltner2019	linear	1000
8	09	anger	0.6011455966130188	Keltner2019	linear	1000
9	10	anger	0.5786751558774987	Keltner2019	linear	1000
10	11	anger	0.587477626000942	Keltner2019	linear	1000
11	12	anger	0.5145839580209894	Keltner2019	linear	1000
12	13	anger	0.5724646535481037	Keltner2019	linear	1000
13	14	anger	0.6252627426276134	Keltner2019	linear	1000
14	15	anger	0.5196175403890537	Keltner2019	linear	1000
15	16	anger	0.5433615821033985	Keltner2019	linear	1000
16	17	anger	0.5107071676922853	Keltner2019	linear	1000
17	18	anger	0.5834982872200263	Keltner2019	linear	1000
18	19	anger	0.5597502541019312	Keltner2019	linear	1000
19	20	anger	0.4655253131861036	Keltner2019	linear	1000
20	21	anger	0.6161396177773475	Keltner2019	linear	1000
21	22	anger	0.5170505843248614	Keltner2019	linear	1000
22	23	anger	0.5179587861078137	Keltner2019	linear	1000
23	24	anger	0.5076348848910776	Keltner2019	linear	1000
24	25	anger	0.5442852078314171	Keltner2019	linear	1000
25	26	anger	0.5168708996657034	Keltner2019	linear	1000
26	27	anger	0.4803541048255636	Keltner2019	linear	1000
27	28	anger	0.4960355647675212	Keltner2019	linear	1000
28	29	anger	0.47699678877503016	Keltner2019	linear	1000
29	30	anger	0.5616263368400515	Keltner2019	linear	1000
30	31	anger	0.5853025901718711	Keltner2019	linear	1000
31	32	anger	0.623197737012096	Keltner2019	linear	1000
32	33	anger	0.556270251195021	Keltner2019	linear	1000
33	34	anger	0.5572141290226397	Keltner2019	linear	1000
34	35	anger	0.5617164179104477	Keltner2019	linear	1000
35	36	anger	0.5427343528950862	Keltner2019	linear	1000
36	37	anger	0.5494376585108781	Keltner2019	linear	1000
37	38	anger	0.47422952535676144	Keltner2019	linear	1000
38	39	anger	0.582672429994362	Keltner2019	linear	1000
39	40	anger	0.5056021723561709	Keltner2019	linear	1000
40	41	anger	0.5365479634417962	Keltner2019	linear	1000
41	42	anger	0.5223789235718633	Keltner2019	linear	1000
42	43	anger	0.5124286819456532	Keltner2019	linear	1000
43	44	anger	0.6298669536294268	Keltner2019	linear	1000
44	45	anger	0.5347577759598577	Keltner2019	linear	1000
45	46	anger	0.6077441077441077	Keltner2019	linear	1000
46	47	anger	0.5421619613670133	Keltner2019	linear	1000
47	48	anger	0.5264603510895884	Keltner2019	linear	1000
48	49	anger	0.5103861152918665	Keltner2019	linear	1000
49	50	anger	0.5620024091396737	Keltner2019	linear	1000
50	51	anger	0.44548742138364783	Keltner2019	linear	1000
51	52	anger	0.5347846536316603	Keltner2019	linear	1000
52	53	anger	0.5151713553546788	Keltner2019	linear	1000
53	54	anger	0.5480096637114693	Keltner2019	linear	1000
54	55	anger	0.5063378808746748	Keltner2019	linear	1000
55	56	anger	0.6195521346906443	Keltner2019	linear	1000
56	57	anger	0.6081370767491443	Keltner2019	linear	1000
57	58	anger	0.6211708285798792	Keltner2019	linear	1000
58	59	anger	0.5455809415399625	Keltner2019	linear	1000
59	60	anger	0.5917877894945951	Keltner2019	linear	1000
60	01	disgust	0.6933405357654475	Keltner2019	linear	1000
61	02	disgust	0.6052401174373493	Keltner2019	linear	1000
62	03	disgust	0.6274840886435089	Keltner2019	linear	1000
63	04	disgust	0.5792321932015648	Keltner2019	linear	1000
64	05	disgust	0.6094073333216357	Keltner2019	linear	1000
65	06	disgust	0.6646340685090126	Keltner2019	linear	1000
66	07	disgust	0.6693072402797088	Keltner2019	linear	1000
67	08	disgust	0.5954411086476965	Keltner2019	linear	1000
68	09	disgust	0.6183526781577241	Keltner2019	linear	1000
69	10	disgust	0.5990106827044543	Keltner2019	linear	1000
70	11	disgust	0.5956227262820836	Keltner2019	linear	1000
71	12	disgust	0.6161164887896087	Keltner2019	linear	1000
72	13	disgust	0.6194274475524475	Keltner2019	linear	1000
73	14	disgust	0.6610564639754727	Keltner2019	linear	1000
74	15	disgust	0.6433850005558214	Keltner2019	linear	1000
75	16	disgust	0.5503331080288949	Keltner2019	linear	1000
76	17	disgust	0.5906188462348949	Keltner2019	linear	1000
77	18	disgust	0.5731562045574425	Keltner2019	linear	1000
78	19	disgust	0.6324733907617908	Keltner2019	linear	1000
79	20	disgust	0.5785339597861097	Keltner2019	linear	1000
80	21	disgust	0.5943319245898863	Keltner2019	linear	1000
81	22	disgust	0.5862557757386437	Keltner2019	linear	1000
82	23	disgust	0.5950030383558413	Keltner2019	linear	1000
83	24	disgust	0.6474333902063047	Keltner2019	linear	1000
84	25	disgust	0.612338465684293	Keltner2019	linear	1000
85	26	disgust	0.6173480578303829	Keltner2019	linear	1000
86	27	disgust	0.5826386442800673	Keltner2019	linear	1000
87	28	disgust	0.5865549521816005	Keltner2019	linear	1000
88	29	disgust	0.656880575817327	Keltner2019	linear	1000
89	30	disgust	0.6218159667617994	Keltner2019	linear	1000
90	31	disgust	0.6529261189011687	Keltner2019	linear	1000
91	32	disgust	0.6383774976007985	Keltner2019	linear	1000
92	33	disgust	0.568177695683942	Keltner2019	linear	1000
93	34	disgust	0.6759928897034091	Keltner2019	linear	1000
94	35	disgust	0.6202330443820155	Keltner2019	linear	1000
95	36	disgust	0.5247411045978062	Keltner2019	linear	1000
96	37	disgust	0.6423747268582938	Keltner2019	linear	1000
97	38	disgust	0.47348260779937795	Keltner2019	linear	1000
98	39	disgust	0.6133447806648092	Keltner2019	linear	1000
99	40	disgust	0.6124417009602195	Keltner2019	linear	1000
100	41	disgust	0.5782827593113558	Keltner2019	linear	1000
101	42	disgust	0.6529183494221171	Keltner2019	linear	1000
102	43	disgust	0.5966415903937733	Keltner2019	linear	1000
103	44	disgust	0.6665670176942732	Keltner2019	linear	1000
104	45	disgust	0.5812932116231577	Keltner2019	linear	1000
105	46	disgust	0.5673053730061163	Keltner2019	linear	1000
106	47	disgust	0.5955022019817836	Keltner2019	linear	1000
107	48	disgust	0.5960778486820154	Keltner2019	linear	1000
108	49	disgust	0.5818784808829056	Keltner2019	linear	1000
109	50	disgust	0.6686133572926025	Keltner2019	linear	1000
110	51	disgust	0.7702813287919671	Keltner2019	linear	1000
111	52	disgust	0.6084846825131964	Keltner2019	linear	1000
112	53	disgust	0.6286247866858856	Keltner2019	linear	1000
113	54	disgust	0.5038200996395803	Keltner2019	linear	1000
114	55	disgust	0.6780792900824335	Keltner2019	linear	1000
115	56	disgust	0.6671067485095424	Keltner2019	linear	1000
116	57	disgust	0.6371554790681105	Keltner2019	linear	1000
117	58	disgust	0.6169027651104539	Keltner2019	linear	1000
118	59	disgust	0.5969784100080711	Keltner2019	linear	1000
119	60	disgust	0.5773565111452035	Keltner2019	linear	1000
120	01	fear	0.6624259204486949	Keltner2019	linear	1000
121	02	fear	0.6820628930817609	Keltner2019	linear	1000
122	03	fear	0.5677296876238986	Keltner2019	linear	1000
123	04	fear	0.5457026984869755	Keltner2019	linear	1000
124	05	fear	0.5453844974767721	Keltner2019	linear	1000
125	06	fear	0.6862832784832512	Keltner2019	linear	1000
126	07	fear	0.5789526686807653	Keltner2019	linear	1000
127	08	fear	0.6275570390127725	Keltner2019	linear	1000
128	09	fear	0.5762553695748778	Keltner2019	linear	1000
129	10	fear	0.6650049393952847	Keltner2019	linear	1000
130	11	fear	0.5861483520258973	Keltner2019	linear	1000
131	12	fear	0.7091730995587842	Keltner2019	linear	1000
132	13	fear	0.561811437745668	Keltner2019	linear	1000
133	14	fear	0.6011431743037094	Keltner2019	linear	1000
134	15	fear	0.5918962989843813	Keltner2019	linear	1000
135	16	fear	0.5129554664344681	Keltner2019	linear	1000
136	17	fear	0.569107398755423	Keltner2019	linear	1000
137	18	fear	0.5664417487902749	Keltner2019	linear	1000
138	19	fear	0.5435153650420826	Keltner2019	linear	1000
139	20	fear	0.5276377182420229	Keltner2019	linear	1000
140	21	fear	0.4836051518500171	Keltner2019	linear	1000
141	22	fear	0.4997701388923341	Keltner2019	linear	1000
142	23	fear	0.6376959247648903	Keltner2019	linear	1000
143	24	fear	0.5857973261844687	Keltner2019	linear	1000
144	25	fear	0.6002709779563999	Keltner2019	linear	1000
145	26	fear	0.6982673177789835	Keltner2019	linear	1000
146	27	fear	0.6393562684771475	Keltner2019	linear	1000
147	28	fear	0.5686518263779161	Keltner2019	linear	1000
148	29	fear	0.5744238340517577	Keltner2019	linear	1000
149	30	fear	0.5736520019508602	Keltner2019	linear	1000
150	31	fear	0.6738950504883296	Keltner2019	linear	1000
151	32	fear	0.4766512995389862	Keltner2019	linear	1000
152	33	fear	0.6859275610900448	Keltner2019	linear	1000
153	34	fear	0.6845642507781236	Keltner2019	linear	1000
154	35	fear	0.58760907504363	Keltner2019	linear	1000
155	36	fear	0.5745920369053008	Keltner2019	linear	1000
156	37	fear	0.6007045567755718	Keltner2019	linear	1000
157	38	fear	0.5997625598311537	Keltner2019	linear	1000
158	39	fear	0.6803058429701766	Keltner2019	linear	1000
159	40	fear	0.6419945942803998	Keltner2019	linear	1000
160	41	fear	0.6664328181182115	Keltner2019	linear	1000
161	42	fear	0.5597538488644787	Keltner2019	linear	1000
162	43	fear	0.5013553555750658	Keltner2019	linear	1000
163	44	fear	0.6723535398828462	Keltner2019	linear	1000
164	45	fear	0.7248869345234543	Keltner2019	linear	1000
165	46	fear	0.4893255657359979	Keltner2019	linear	1000
166	47	fear	0.6685218934151158	Keltner2019	linear	1000
167	48	fear	0.6234410774410775	Keltner2019	linear	1000
168	49	fear	0.7000565669797698	Keltner2019	linear	1000
169	50	fear	0.6653291646142339	Keltner2019	linear	1000
170	51	fear	0.7079334612923864	Keltner2019	linear	1000
171	52	fear	0.5169566164853723	Keltner2019	linear	1000
172	53	fear	0.5441865586727516	Keltner2019	linear	1000
173	54	fear	0.4945207634228188	Keltner2019	linear	1000
174	55	fear	0.6780053657051526	Keltner2019	linear	1000
175	56	fear	0.6749645069695405	Keltner2019	linear	1000
176	57	fear	0.6488176212854668	Keltner2019	linear	1000
177	58	fear	0.6569996842630598	Keltner2019	linear	1000
178	59	fear	0.4681581439393939	Keltner2019	linear	1000
179	60	fear	0.5627136246141204	Keltner2019	linear	1000
180	01	happy	0.7401001249653227	Keltner2019	linear	1000
181	02	happy	0.8173825567378654	Keltner2019	linear	1000
182	03	happy	0.7596843439960848	Keltner2019	linear	1000
183	04	happy	0.7523324492698978	Keltner2019	linear	1000
184	05	happy	0.7578794480755267	Keltner2019	linear	1000
185	06	happy	0.7953949340527577	Keltner2019	linear	1000
186	07	happy	0.7253675042535846	Keltner2019	linear	1000
187	08	happy	0.7638287079114794	Keltner2019	linear	1000
188	09	happy	0.7426741096010661	Keltner2019	linear	1000
189	10	happy	0.7487818738103852	Keltner2019	linear	1000
190	11	happy	0.7735081169199456	Keltner2019	linear	1000
191	12	happy	0.7974267104579282	Keltner2019	linear	1000
192	13	happy	0.8041663463966883	Keltner2019	linear	1000
193	14	happy	0.7876536405300538	Keltner2019	linear	1000
194	15	happy	0.7496440054979655	Keltner2019	linear	1000
195	16	happy	0.6618163058028326	Keltner2019	linear	1000
196	17	happy	0.6696398458635017	Keltner2019	linear	1000
197	18	happy	0.7285475457735696	Keltner2019	linear	1000
198	19	happy	0.7196730399926843	Keltner2019	linear	1000
199	20	happy	0.6954182276932488	Keltner2019	linear	1000
200	21	happy	0.6982214944100662	Keltner2019	linear	1000
201	22	happy	0.6372479078062834	Keltner2019	linear	1000
202	23	happy	0.7471076627235256	Keltner2019	linear	1000
203	24	happy	0.7288569872232449	Keltner2019	linear	1000
204	25	happy	0.7244875483469811	Keltner2019	linear	1000
205	26	happy	0.7804303129737701	Keltner2019	linear	1000
206	27	happy	0.7278245299577557	Keltner2019	linear	1000
207	28	happy	0.7839863851857856	Keltner2019	linear	1000
208	29	happy	0.6957364631113705	Keltner2019	linear	1000
209	30	happy	0.6845291218081242	Keltner2019	linear	1000
210	31	happy	0.7842181948824399	Keltner2019	linear	1000
211	32	happy	0.7348397948813793	Keltner2019	linear	1000
212	33	happy	0.7309705942559119	Keltner2019	linear	1000
213	34	happy	0.779781594571671	Keltner2019	linear	1000
214	35	happy	0.7849474423373936	Keltner2019	linear	1000
215	36	happy	0.7195321318749757	Keltner2019	linear	1000
216	37	happy	0.7007458225750846	Keltner2019	linear	1000
217	38	happy	0.668924358068748	Keltner2019	linear	1000
218	39	happy	0.7361393430549419	Keltner2019	linear	1000
219	40	happy	0.7086353037927957	Keltner2019	linear	1000
220	41	happy	0.7072522385022385	Keltner2019	linear	1000
221	42	happy	0.7221042638158782	Keltner2019	linear	1000
222	43	happy	0.6937865507071979	Keltner2019	linear	1000
223	44	happy	0.7933764084746256	Keltner2019	linear	1000
224	45	happy	0.7623463138169021	Keltner2019	linear	1000
225	46	happy	0.7027791102583236	Keltner2019	linear	1000
226	47	happy	0.6208227259869883	Keltner2019	linear	1000
227	48	happy	0.7011328374070138	Keltner2019	linear	1000
228	49	happy	0.7704639560141189	Keltner2019	linear	1000
229	50	happy	0.6809137329505652	Keltner2019	linear	1000
230	51	happy	0.7932224709519242	Keltner2019	linear	1000
231	52	happy	0.6963917855543472	Keltner2019	linear	1000
232	53	happy	0.7070084891484787	Keltner2019	linear	1000
233	54	happy	0.6892985847086226	Keltner2019	linear	1000
234	55	happy	0.7464989709949195	Keltner2019	linear	1000
235	56	happy	0.7674477516704636	Keltner2019	linear	1000
236	57	happy	0.7311835383045545	Keltner2019	linear	1000
237	58	happy	0.7686982891986589	Keltner2019	linear	1000
238	59	happy	0.6808858020613109	Keltner2019	linear	1000
239	60	happy	0.7428822737811502	Keltner2019	linear	1000
240	01	sadness	0.7118202727123377	Keltner2019	linear	1000
241	02	sadness	0.5656415000887792	Keltner2019	linear	1000
242	03	sadness	0.609504317897934	Keltner2019	linear	1000
243	04	sadness	0.6003781862188942	Keltner2019	linear	1000
244	05	sadness	0.6093128183699459	Keltner2019	linear	1000
245	06	sadness	0.6510612363290058	Keltner2019	linear	1000
246	07	sadness	0.6642824256774533	Keltner2019	linear	1000
247	08	sadness	0.6084281304182348	Keltner2019	linear	1000
248	09	sadness	0.6849509492233627	Keltner2019	linear	1000
249	10	sadness	0.68435750839597	Keltner2019	linear	1000
250	11	sadness	0.5546009927453227	Keltner2019	linear	1000
251	12	sadness	0.5856312319781647	Keltner2019	linear	1000
252	13	sadness	0.6734535761779963	Keltner2019	linear	1000
253	14	sadness	0.6549551679450807	Keltner2019	linear	1000
254	15	sadness	0.6663327773799129	Keltner2019	linear	1000
255	16	sadness	0.5865806604021209	Keltner2019	linear	1000
